player_id,name,position,team_name,current_price,status,predicted_minutes,expected_points_baseline,expected_points_ensemble,xpts_linear,xpts_ridge,xpts_rf,xpts_gb,injury_risk,rotation_risk,points_per_million,value_rank,web_name,photo_url,photo_code,team_short,selected_by_percent,transfers_in,transfers_out
373,Virgil van Dijk,DEF,Liverpool,6.0,a,1.0475694444444528,3.038230771604938,3.1610625659810307,3.364114260365976,3.326540302411442,3.038230490827161,3.038197285473412,0.05,0.05,0.5268437609968385,148.0,Virgil,https://resources.premierleague.com/premierleague/photos/players/250x250/p97032.jpg.png,97032.jpg,LIV,24.0,18826,12282
349,Isaac Schmidt,DEF,Leeds,4.0,a,3.890221478286548e-14,3.04,3.074350919367053,3.1281080453914747,3.123691647136528,3.040000000000001,3.0399549043072622,0.05,0.25,0.7685877298417634,2.0,Schmidt,https://resources.premierleague.com/premierleague/photos/players/250x250/p492368.jpg.png,492368.jpg,LEE,0.2,56,127
348,Joe Rodon,DEF,Leeds,4.0,a,3.9435121834685565e-14,3.04,3.074350919367053,3.1281080453914747,3.123691647136528,3.040000000000001,3.0399549043072622,0.05,0.25,0.7685877298417634,2.0,Rodon,https://resources.premierleague.com/premierleague/photos/players/250x250/p214225.jpg.png,214225.jpg,LEE,2.3,655,450
346,Sam Byram,DEF,Leeds,4.0,a,3.9435121834685565e-14,3.04,3.074350919367053,3.1281080453914747,3.123691647136528,3.040000000000001,3.0399549043072622,0.05,0.25,0.7685877298417634,2.0,Byram,https://resources.premierleague.com/premierleague/photos/players/250x250/p113564.jpg.png,113564.jpg,LEE,0.3,149,134
347,Gabriel Gudmundsson,DEF,Leeds,4.0,a,0.0638750000000394,3.039460611111111,3.0742201064140744,3.1284693735665936,3.1240283193630165,3.039571707864198,3.039459423412364,0.05,0.25,0.7685550266035186,4.0,Gudmundsson,https://resources.premierleague.com/premierleague/photos/players/250x250/p243526.jpg.png,243526.jpg,LEE,2.9,1117,579
343,Pascal Struijk,DEF,Leeds,4.5,a,3.890221478286548e-14,3.04,3.050004702902334,3.066929037466561,3.0631395727378425,3.040000000000001,3.0399549043072622,0.05,0.25,0.6777788228671854,52.0,Struijk,https://resources.premierleague.com/premierleague/photos/players/250x250/p222694.jpg.png,222694.jpg,LEE,0.3,90,144
541,Reinildo Mandava,DEF,Sunderland,4.0,a,0.4088194444444684,3.037928648148148,3.0474785509553985,3.0667194298313323,3.05319799226208,3.039106460259261,3.0392624121650584,0.05,0.15,0.7618696377388496,5.0,Reinildo,https://resources.premierleague.com/premierleague/photos/players/250x250/p434399.jpg.png,434399.jpg,SUN,7.0,2958,1142
542,Jenson Seelt,DEF,Sunderland,4.0,a,0.3878194444444684,3.0380350481481484,3.047440089373977,3.066619767803539,3.053105346382766,3.039106460259261,3.0392624121650584,0.05,0.15,0.7618600223434943,6.0,Seelt,https://resources.premierleague.com/premierleague/photos/players/250x250/p519634.jpg.png,519634.jpg,SUN,0.3,143,152
73,Adam Smith,DEF,Bournemouth,4.5,a,1.0475694444444406,3.038230771604938,3.045743103253598,3.0739167910577008,3.040143330231843,3.0382307716049386,3.038193851768568,0.05,0.05,0.6768318007230217,53.0,Smith,https://resources.premierleague.com/premierleague/photos/players/250x250/p54469.jpg.png,54469.jpg,BOU,0.4,4205,294
476,Dan Burn,DEF,Newcastle,5.0,a,1.0878194444444418,3.0381627938271603,3.035839219228049,3.0377072192693726,3.0282363865108155,3.0375624474077147,3.0381275955446267,0.05,0.05,0.6071678438456098,118.0,Burn,https://resources.premierleague.com/premierleague/photos/players/250x250/p78916.jpg.png,78916.jpg,NEW,3.6,4391,1700
478,Kieran Trippier,DEF,Newcastle,5.0,a,1.0475694444444412,3.038230771604938,3.029309250394292,3.024139558873673,3.00775861637762,3.038228126382717,3.03819182395473,0.05,0.05,0.6058618500788583,119.0,Trippier,https://resources.premierleague.com/premierleague/photos/players/250x250/p77794.jpg.png,77794.jpg,NEW,2.0,2692,916
477,Tino Livramento,DEF,Newcastle,5.0,a,1.0878194444444411,3.0381627938271603,3.029273069117997,3.0241472409566166,3.0077632958788723,3.038163606604935,3.0381275955446267,0.05,0.05,0.6058546138235995,120.0,Livramento,https://resources.premierleague.com/premierleague/photos/players/250x250/p441191.jpg.png,441191.jpg,NEW,3.6,2912,1130
532,Trai Hume,DEF,Sunderland,4.5,a,1.047569444444468,3.034692314814815,3.0188423504231223,2.995943325073433,2.9836436191329136,3.0382307716049386,3.038163264699388,0.05,0.15,0.6708538556495828,55.5,Hume,https://resources.premierleague.com/premierleague/photos/players/250x250/p487676.jpg.png,487676.jpg,SUN,0.2,93,88
531,Daniel Ballard,DEF,Sunderland,4.5,a,1.047569444444468,3.034692314814815,3.0188423504231223,2.995943325073433,2.9836436191329136,3.0382307716049386,3.038163264699388,0.05,0.15,0.6708538556495828,55.5,Ballard,https://resources.premierleague.com/premierleague/photos/players/250x250/p223827.jpg.png,223827.jpg,SUN,0.2,160,94
191,Maxime Estève,DEF,Burnley,4.0,a,27.160910081585087,2.902384722253302,3.001555758292679,3.1395261410330777,3.1227074247776736,2.921593649672749,2.902357926307146,0.05,0.15,0.7503889395731698,7.0,Estève,https://resources.premierleague.com/premierleague/photos/players/250x250/p477717.jpg.png,477717.jpg,BUR,20.6,8034,1747
197,Oliver Sonne,DEF,Burnley,4.0,a,14.640868414918424,2.96581960003108,2.9916863687806377,3.0323369185741478,3.0242957285821896,2.9680098449782624,2.9657795067903234,0.05,0.15,0.7479215921951594,8.0,Sonne,https://resources.premierleague.com/premierleague/photos/players/250x250/p519895.jpg.png,519895.jpg,BUR,0.1,69,112
190,Hjalmar Ekdal,DEF,Burnley,4.0,a,13.110090637140647,2.9735755407718205,2.985389382097975,3.0066602149413377,3.00090127803945,2.9729265808949688,2.973532255719149,0.05,0.15,0.7463473455244938,9.0,Ekdal,https://resources.premierleague.com/premierleague/photos/players/250x250/p478969.jpg.png,478969.jpg,BUR,0.2,184,134
192,Quilindschy Hartman,DEF,Burnley,4.0,a,12.210090637140649,2.9781355407718206,2.9757637663363203,2.975479253243808,2.972609125135936,2.9763181062283,2.978094240845256,0.05,0.15,0.7439409415840801,10.0,Hartman,https://resources.premierleague.com/premierleague/photos/players/250x250/p494960.jpg.png,494960.jpg,BUR,0.5,373,161
474,Fabian Schär,DEF,Newcastle,5.5,a,1.064194444444443,3.0382026938271607,2.972410698492008,2.875538878495268,2.8731599369517085,3.037594470852164,3.038165735308738,0.05,0.05,0.5404383088167287,145.0,Schär,https://resources.premierleague.com/premierleague/photos/players/250x250/p119471.jpg.png,119471.jpg,NEW,2.6,3077,979
298,Reece Welch,DEF,Everton,4.0,a,2.7178259642823837e-14,3.04,2.9571967936070944,2.833868717848242,2.8321549426631547,3.040000000000001,3.0399603075240758,0.05,0.25,0.7392991984017736,11.5,Welch,https://resources.premierleague.com/premierleague/photos/players/250x250/p474907.jpg.png,474907.jpg,EVE,0.2,73,122
297,Roman Dixon,DEF,Everton,4.0,a,2.7178259642823837e-14,3.04,2.9571967936070944,2.833868717848242,2.8321549426631547,3.040000000000001,3.0399603075240758,0.05,0.25,0.7392991984017736,11.5,Dixon,https://resources.premierleague.com/premierleague/photos/players/250x250/p496178.jpg.png,496178.jpg,EVE,0.2,114,174
187,Kyle Walker,DEF,Burnley,4.5,a,12.869840637140644,2.9747928074384875,2.946489161066655,2.9048028105137025,2.903147397886084,2.9748748027688805,2.974745991395728,0.05,0.15,0.6547753691259233,67.0,Walker,https://resources.premierleague.com/premierleague/photos/players/250x250/p58621.jpg.png,58621.jpg,BUR,1.9,2454,1020
115,Benjamin Fredrick,DEF,Brentford,4.0,a,1.5454304502782178e-14,3.04,2.944038409198904,2.802388608459242,2.797840975783113,3.040000000000001,3.0399624617521623,0.05,0.15,0.736009602299726,15.0,Fredrick,https://resources.premierleague.com/premierleague/photos/players/250x250/p612534.jpg.png,612534.jpg,BRE,0.2,86,119
116,Aaron Hickey,DEF,Brentford,4.0,a,1.5987211554602254e-14,3.04,2.944038409198904,2.802388608459242,2.797840975783113,3.040000000000001,3.0399624617521623,0.05,0.15,0.736009602299726,15.0,Hickey,https://resources.premierleague.com/premierleague/photos/players/250x250/p472713.jpg.png,472713.jpg,BRE,0.5,226,192
118,Jayden Meghoma,DEF,Brentford,4.0,a,1.5454304502782178e-14,3.04,2.944038409198904,2.802388608459242,2.797840975783113,3.040000000000001,3.0399624617521623,0.05,0.15,0.736009602299726,15.0,Meghoma,https://resources.premierleague.com/premierleague/photos/players/250x250/p499717.jpg.png,499717.jpg,BRE,0.2,44,113
